fullVisitorId,PredictedLogRevenue
0004083610138829710,0.0
0004109950587123497,0.0
0004116423206622859,0.0
0004117726413185194,0.0
0004126368918542685,0.0
0004133741957346369,0.0
0004156046317298020,0.0
000415978906610647,0.0
0004185625020569461,0.0
0004189602312205681,0.0
0004211777065143293,0.0
0004217742286427604,0.0
0004260372211136004,0.0
0004298419763665866,0.0
0004309521040989344,0.0
0004336049032509108,0.0
0004369357606199641,0.0
0004373634970319091,0.0
0004374401845204055,0.0
0004375246178281443,0.0
0004405706817297792,0.0
0004420062338776803,0.0
000442198848946160,0.0
0004435365817379869,0.0
0004435596562704646,0.0
0004451926235418671,0.0
0004461751887554862,0.0
0004495220210534262,0.0
0004518124116038457,0.0
0004531796698814911,0.0
0004539011599021324,0.0
0004566434631154967,0.0
000458370227802787,0.0
0004583754214035931,0.0
0004620369467049275,0.0
000462262389859747,0.0
0004667455819407965,0.0
0004680575164417043,0.0
0004693135771596929,0.0
0004720089334882763,0.0
0004739413931225534,0.0
0004740008302756249,0.0
0004772979077833124,0.0
0004790501279085156,0.0
0004801972563966303,0.0
0004815203291959863,0.0
0004818569207842541,0.0
0004889060538580654,0.0
0004918545021903640,0.0
0004958817927580109,0.0
0004958875738209296,0.0
0004962052512503625,0.0
0004982212582242210,0.0
0004983956849409680,0.0
0004999277850021222,0.0
0005004055786125629,0.0
0005005545085721513,0.0
000501368099872107,0.0
0005018997189222547,0.0
0005038631313417658,0.0
0005075249496042611,0.0
0005094333993051683,0.0
0005138255484441298,0.0
0005161507453446864,0.0
0005166408866991855,0.0
0005213120024099657,0.0
0005218289010224492,0.0
0005235289782399029,0.0
0005236520687918399,0.0
0005294152969406122,0.0
0005329544906351748,0.0
0005335464459602129,0.0
0005360508825736049,0.0
0005385288028286934,0.0
0005391778246357369,0.0
0005400480863729183,0.0
0005435976118891894,0.0
0005439591172929887,0.0
0005465734274810783,0.0
000549297902669318,0.0
000551351700530122,0.0
000551994237161761,0.0
0005522442839058940,0.0
0005537754713474201,0.0
0005621856186414647,0.0
0005622579932559885,0.0
0005628930457542893,0.0
0005645403417047699,0.0
0005658036601524080,0.0
0005664428023050622,0.0
0005667283129614125,0.0
0005688896452789426,0.0
0005735902306392332,0.0
0005744397368603372,0.0
0005750832400566104,0.0
0005779388008731160,0.0
0005793742074509779,0.0
0005813439146287953,0.0
0005829799136714069,0.0
000584533900605275,0.0
0005851692565150424,0.0
000589775750689857,0.0
0005925673603441687,0.0
0005928502368845889,0.0
00059381693533730,0.0
0005939744577738972,0.0
0005965381949060513,0.0
000599166055228775,0.0
0006002566024294773,0.0
000601435913909600,0.0
0006022977724814645,0.0
0006058536720949973,0.0
0006058541252991424,0.0
0006070549563113952,0.0
0006084134604445885,0.0
0006094338961833509,0.0
0006095146327123311,0.0
000611446730092206,0.0
0006131129499428953,0.0
0006146129789899665,0.0
0006157756492474298,0.0
0006161011309630428,0.0
0006192790869508247,0.0
0006203447383406423,0.0
0006211120348266565,0.0
0006219292210501478,0.0
0006236667389470632,0.0
000625843872204770,0.0
0006290062740039301,0.0
0006312339400264270,0.0
0006345401205232050,0.0
0006382859119186989,0.0
0006388391752150640,0.0
000642047393897292,0.0
0006421581900256205,0.0
0006444358283042887,0.0
0006453095382455371,0.0
0006466169332104240,0.0
0006481746623493308,0.0
0006517273136060058,0.0
0006518576658839194,0.0
0006551713824570247,0.0
0006585262503271204,0.0
0006588367250201537,0.0
000660082791287432,0.0
000660976495488799,0.0
0006619693081935054,0.0
0006630551906414791,0.0
0006687494291443756,0.0
0006709892446547969,0.0
0006790608807433423,0.0
0006797956793493944,0.0
0006806599593055547,0.0
0006810641646335101,0.0
0006900522214355241,0.0
0006903943355108971,0.0
0006912464073795451,0.0
000691499257336266,0.0
0006918954846617020,0.0
0006929213673490543,0.0
0006956116319381529,0.0
0006979387974088870,0.0
0006980277890740818,0.0
0007001386582327026,0.0
0007016307860308782,0.0
0007039343876697750,0.0
0007064334010477831,0.0
0007068461440249261,0.0
0007070502242748377,0.0
0007072866516727206,0.0
0007074670111366963,0.0
0007096384293167896,0.0
0007098588555980306,0.0
0007141105260499435,0.0
000720044282775835,0.0
0007208112098327277,0.0
0007231984584212131,0.0
0007260779429878437,0.0
0007267034659976030,0.0
0007284650424882008,0.0
0007304024490097818,0.0
0007311050113955087,0.0
0007335811353903006,0.0
0007374996827658246,0.0
0007403822188520395,0.0
0007405933822507260,0.0
0007414349814741827,0.0
000741651785164011,0.0
000741862125203707,0.0
0007419377006033447,0.0
0007506431793689543,0.0
0007514741580328952,0.0
0007523437336905364,0.0
0007532019789435803,0.0
0007563740332223293,0.0
0007600471537387836,0.0
0007650511762739600,0.0
0007654902526578459,0.0
0007664279121484717,0.0
0007667050205758742,0.0
0007685407893266566,0.0
0007695996411889078,0.0
0007696489519139832,0.0
0007718361869972668,0.0
0007719288572593792,0.0
0007735645712026464,0.0
0007738169315138123,0.0
0007751791313160097,0.0
0007802141893040978,0.0
0007814340829735992,0.0
0007823237478240742,0.0
0007846739762484179,0.0
0007851117266540853,0.0
0007856446095979246,0.0
0007908333096854430,0.0
0007980386100518070,0.0
0008029909737266198,0.0
0008031197173593841,0.0
0008049560065768648,0.0
0008053948142491629,0.0
0008057506029545722,0.0
0008073528979584110,0.0
0008089792430449315,0.0
0008122332427036414,0.0
0008122808569552563,0.0
0008135292591851279,0.0
0008137037457524277,0.0
0008179530643456889,0.0
0008203056255980984,0.0
0008215278958952843,0.0
0008257254774223015,0.0
0008297504723623492,0.0
000830688875229789,0.0
0008309314572065040,0.0
0008324982368564844,0.0
0008335588664803672,0.0
0008336845568970263,0.0
0008354049983394938,0.0
0008370339433871776,0.0
0008399501104898885,0.0
0008399781255455554,0.0
0008403538063510556,0.0
0008413321683600298,0.0
0008439668951038857,0.0
0008446483002139142,0.0
0008462631890283794,0.0
0008489597761269785,0.0
0008514477998898974,0.0
0008573515022295848,0.0
0008580935808961930,0.0
0008590922642090466,0.0
0008619792728162738,0.0
000862588085299172,0.0
0008626058114591574,0.0
000862620600611968,0.0
0008651583112549348,0.0
000866754501021369,0.0
0008678335350193255,0.0
0008686160676303387,0.0
0008710438746714144,0.0
0008762644313318081,0.0
0008779398072366413,0.0
0008808939911408872,0.0
000881148270973761,0.0
0008839933798659709,0.0
0008847683627551750,0.0
0008848807599361736,0.0
0008852355186546783,0.0
0008865542250207902,0.0
0008872855343231899,0.0
0008890348996961550,0.0
0008943868444955495,0.0
0008973049552581358,0.0
000899372003072895,0.0
000899862760992797,0.0
000903397035493815,0.0
0009040486540031899,0.0
0009041585479955914,0.0
0009049563882018787,0.0
0009069097088086776,0.0
0009078611452082411,0.0
0009099074279929188,0.0
0009107161289270854,0.0
0009120438121241046,0.0
0009130057877680276,0.0
0009133936656666523,0.0
000916192959006145,0.0
000917110526499886,0.0
0009196127932464247,0.0
0009201544530177086,0.0
0009209962528062263,0.0
0009221528091315221,0.0
0009223811241869621,0.0
0009263736579162875,0.0
0009270226000437184,0.0
0009274657473297310,0.0
0009296181294327682,0.0
0009298208560274992,0.0
0009298598242756225,0.0
0009333865063791646,0.0
0009380355969885610,0.0
000938111442252488,0.0
0009417951965719064,0.0
0009437577348276249,0.0
0009445511792823652,0.0
0009447990350686995,0.0
0009456100973588037,0.0
0009458597578717324,0.0
0009494079815558994,0.0
0009499736505230473,0.0
00095085510298525,0.0
0009551435921580767,0.0
0009551709796723653,0.0
0009561986705137993,0.0
0009571053660110031,0.0
0009577354151109499,0.0
0009604997891344620,0.0
000960790244701001,0.0
0009624485782902430,0.0
0009627789222316037,0.0
0009636981039880122,0.0
000964070401945035,0.0
0009646097795253665,0.0
0009647863778298060,0.0
0009665373308712652,0.0
0009671269443449113,0.0
0009682927521355472,0.0
000969188615267780,0.0
0009704363143440187,0.0
0009705589027659294,0.0
0009712452916110949,0.0
0009714148684912200,0.0
000971786941363944,0.0
0009719760892080985,0.0
0009738947304043925,0.0
0009745357795537227,0.0
00097567389294562,0.0
0009757338456933193,0.0
0009759761526598207,0.0
000979152898782808,0.0
0009806364625679366,0.0
0009817827571110212,0.0
0009820534300665670,0.0
0009854303871667892,0.0
0009856121669737494,0.0
0009881260712055831,0.0
0009924324606502408,0.0
0009931482186392795,0.0
000993791855689943,0.0
0009943308386090384,0.0
0009957811905846682,0.0
0009961541651628757,0.0
0009968132139138120,0.0
0009989447049939309,0.0
0010005813372212261,0.0
0010010400028702512,0.0
0010014667333845512,0.0
0010039589009546088,0.0
0010044183168237582,0.0
0010053796160457044,0.0
0010080317190836050,0.0
0010080691707233319,0.0
001008206098035831,0.0
0010083509256769914,0.0
0010091941577741279,0.0
0010101602303897949,0.0
0010119960113094236,0.0
0010145460670149102,0.0
0010157516913021320,0.0
0010166935655338603,0.0
0010198676304738245,0.0
0010200852208295943,0.0
0010213677762491121,0.0
0010216980225101069,0.0
0010219231860454918,0.0
0010240838298407387,0.0
0010255949749457655,0.0
0010283712943971033,0.0
0010326315242701752,0.0
0010330605084353916,0.0
0010370399014501860,0.0
0010376473126185569,0.0
0010396408319254723,0.0
0010418440352263462,0.0
0010439460896782681,0.0
0010442138635370903,0.0
0010455828314673386,0.0
0010457996730097369,0.0
0010468657947783849,0.0
0010474054786042928,0.0
0010485533739349549,0.0
0010493286001890158,0.0
0010529844032327680,0.0
0010530263685531109,0.0
0010563533168129709,0.0
0010578275172570856,0.0
0010581579259632911,0.0
0010586577386679939,0.0
0010607337631436990,0.0
0010614086587501882,0.0
0010631365676142848,0.0
0010644850170228506,0.0
0010654184518073891,0.0
0010664124684883628,0.0
0010687393896516568,0.0
0010759831270382680,0.0
0010766529274962398,0.0
0010777243406040942,0.0
0010817468481886354,0.0
0010826666460150761,0.0
0010848548055348741,0.0
0010850570006739909,0.0
0010857667465787716,0.0
0010861457198600835,0.0
0010880522717091888,0.0
001093216948809230,0.0
0010938462064395525,0.0
0010954524982592913,0.0
0010960915372208640,0.0
0011030036964487190,0.0
0011068484123444965,0.0
0011069471428035995,0.0
0011076939993586912,0.0
0011085124671310114,0.0
0011132954020473947,0.0
0011134520751719198,0.0
0011151677777386276,0.0
0011183620718537953,0.0
0011198918944624406,0.0
0011204334880196630,0.0
0011230129908116481,0.0
0011241424116022203,0.0
0011251713519846257,0.0
0011255014320457816,0.0
0011279465311343331,0.0
0011283421004316317,0.0
0011289353990111432,0.0
001135372543511138,0.0
0011378539552694088,0.0
0011403747897189862,0.0
0011414668499333311,0.0
001141470075435921,0.0
0011417656526745046,0.0
0011422562546159687,0.0
001142416178258213,0.0
0011430118219592970,0.0
0011440164371108178,0.0
0011461272389136785,0.0
0011486332103734138,0.0
0011517407344783302,0.0
0011548724093866731,0.0
0011551428122732100,0.0
0011554937923407530,0.0
0011556072110164848,0.0
0011573211067361587,0.0
0011575931313660635,0.0
0011613478679257174,0.0
0011615229962517980,0.0
0011616082439648778,0.0
0011662214248217668,0.0
0011670557969950969,0.0
0011671634600522209,0.0
0011680728193118332,0.0
0011687519127156793,0.0
001170750729755821,0.0
0011713865963501334,0.0
0011726569546714966,0.0
0011732383618269666,0.0
0011752682251135428,0.0
0011766928086028062,0.0
001176901600756171,0.0
0011790660732494960,0.0
0011794716493520849,0.0
0011814026502050679,0.0
0011832826442112795,0.0
001183880134780255,0.0
0011848052813521638,0.0
0011870339880550513,0.0
0011880451902521055,0.0
0011884093560988695,0.0
0011906319625260366,0.0
0011908897593458460,0.0
0011928863282370555,0.0
001194479487811211,0.0
0011964176803773730,0.0
0011968309104564603,0.0
0011978903067936959,0.0
001200059980206303,0.0
0012088666107998361,0.0
0012123146869070817,0.0
0012126751212522399,0.0
0012138839048369732,0.0
0012143030468075687,0.0
001221498366741497,0.0
0012224893830398338,0.0
0012276352424581690,0.0
0012291640965099046,0.0
0012302895422192544,0.0
001232987886322892,0.0
0012340550239807428,0.0
0012386300349791283,0.0
0012400283239555050,0.0
0012405378454610583,0.0
0012426717158979759,0.0
0012446443963790958,0.0
0012456844631185717,0.0
0012502328882509147,0.0
0012536933399795888,0.0
0012563947722042037,0.0
001258479323408098,0.0
001258668604037110,0.0
0012617019863528329,0.0
0012620078679841642,0.0
0012625727473260772,0.0
0012653498469850706,0.0
0012665613378925123,0.0
0012684808818860777,0.0
0012748602459823118,0.0
0012760197887581220,0.0
0012818033503546952,0.0
0012825561998529803,0.0
0012826956829876669,0.0
0012853542959353189,0.0
00128590590237549,0.0
0012922414457231628,0.0
0012926597001921076,0.0
0012953351661417658,0.0
0012959082036250991,0.0
0012964667816231847,0.0
001298248799348019,0.0
0012987472834799581,0.0
0012991506914389041,0.0
0013014228393097471,0.0
0013034693724153147,0.0
0013037167085783361,0.0
0013037519618460363,0.0
0013047392702449798,0.0
0013058193778470632,0.0
0013058343845700069,0.0
001308246125987911,0.0
0013095793620834081,0.0
001310914538051509,0.0
0013114951389860066,0.0
0013124552071504172,0.0
0013133483096097350,0.0
0013141410957502592,0.0
0013156570236016784,0.0
0013160511810610421,0.0
0013160603190330217,0.0
0013167361793456675,0.0
0013185787214504428,0.0
0013188060824177663,0.0
0013196835615467065,0.0
0013199446610618992,0.0
0013245254908070848,0.0
0013251666290780119,0.0
0013271068274786629,0.0
0013320631919190672,0.0
0013333987117887390,0.0
0013342493653818027,0.0
0013366318002867293,0.0
0013396851048062985,0.0
0013407371425642863,0.0
001341183474152800,0.0
0013429878900012391,0.0
0013435318730565457,0.0
0013453681210663861,0.0
0013456309916419196,0.0
0013500547083764204,0.0
0013522239467424268,0.0
0013523423298008620,0.0
0013543787261299200,0.0
001356895044475582,0.0
0013580330993863515,0.0
0013581121226008708,0.0
0013586652492647041,0.0
0013637391222677201,0.0
0013695079426135640,0.0
0013695808317594879,0.0
0013738595875685203,0.0
0013766760382847395,0.0
0013797854270177151,0.0
0013804517571654617,0.0
0013810728552659347,0.0
0013823139099467184,0.0
0013899947881377473,0.0
0013902229178305091,0.0
0013906793409688149,0.0
0013908972036354228,0.0
0013962035903095837,0.0
001397660355728584,0.0
00139882801643539,0.0
00140288232814124,0.0
0014046916061017352,0.0
0014063568115171075,0.0
0014071191081752965,0.0
0014099332904813453,0.0
0014104913371247060,0.0
0014112451387821728,0.0
0014149941191300142,0.0
0014163226350447429,0.0
0014170591638254005,0.0
0014205440186707510,0.0
0014210532116967384,0.0
0014223517216097622,0.0
001428146490751578,0.0
0014282167939424688,0.0
0014286362146132311,0.0
0014320057910548788,0.0
00143609658207066,0.0
0014371515606090839,0.0
0014372601070368801,0.0
0014408641066551111,0.0
0014415924892914110,0.0
0014424601220534391,0.0
0014424671595716217,0.0
0014449815828430828,0.0
0014456376817016759,0.0
0014457250181020205,0.0
0014460266388906029,0.0
0014462867559325454,0.0
0014493601680084967,0.0
0014517625946474747,0.0
0014530902116459583,0.0
0014534787255111201,0.0
0014578163033151826,0.0
0014582255212771937,0.0
0014611777406704867,0.0
0014674634985291165,0.0
0014682163692249846,0.0
0014691467076188988,0.0
0014698173194821896,0.0
0014735950130461953,0.0
0014741502308950545,0.0
0014761450687838014,0.0
0014764475046780600,0.0
001480447572019489,0.0
0014811962608641413,0.0
0014854721972384004,0.0
0014878560209130546,0.0
0014898105584016948,0.0
0014922354191549134,0.0
0014924852167142664,0.0
0014930730437411112,0.0
0014938361561641620,0.0
001496130476332526,0.0
0014977982564022330,0.0
001498100578073493,0.0
0014986487146000942,0.0
0014990102996524765,0.0
0015003501159615754,0.0
0015005655973882307,0.0
0015010207435970083,0.0
0015015048053743495,0.0
0015030877898860187,0.0
0015031466840877560,0.0
0015051630191057343,0.0
0015056987567870279,0.0
0015062945385224671,0.0
0015070534227804819,0.0
001507255996869320,0.0
0015091690640958403,0.0
0015096250545152171,0.0
0015110774926433915,0.0
0015121226149699557,0.0
001513214453882989,0.0
0015171987395025459,0.0
0015261832564338936,0.0
001526760397169111,0.0
001529923958526244,0.0
00153149539332173,0.0
00153291489729066,0.0
0015333458250596828,0.0
0015337730619764512,0.0
0015337953211439543,0.0
0015348680965661435,0.0
0015371950903474164,0.0
001537744278775488,0.0
001538683197430795,0.0
0015393355421911595,0.0
0015431445797020778,0.0
0015439258671593569,0.0
0015440613499011692,0.0
0015450982542784584,0.0
0015453789180518453,0.0
0015459776311125925,0.0
0015465644623439547,0.0
0015500826453413151,0.0
001550898850329813,0.0
0015515005259019125,0.0
0015518507204482908,0.0
0015521565265697304,0.0
0015547161740087073,0.0
0015559578063281395,0.0
00155706826600807,0.0
0015575202134248580,0.0
0015601201452595232,0.0
0015604242174726168,0.0
0015614172640862104,0.0
0015705854548646530,0.0
0015736769306482338,0.0
001574846356013525,0.0
0015760688517409078,0.0
0015766830197682114,0.0
0015781086315384206,0.0
0015788591616659477,0.0
0015796027322891594,0.0
0015803436046501670,0.0
0015825863845310814,0.0
0015835046733882415,0.0
0015863288376080280,0.0
0015902212592270553,0.0
001590844915280444,0.0
0015929478663041765,0.0
0015950092278206385,0.0
0015964193862619598,0.0
0015971486082749637,0.0
0015973614923139405,0.0
0015997490435556856,0.0
0016005419666812340,0.0
001600803584001032,0.0
0016041882990796047,0.0
0016074087685266814,0.0
001610506583269057,0.0
0016142083550731764,0.0
0016142110390576078,0.0
0016158130060360482,0.0
001617039706815427,0.0
0016176271181174959,0.0
0016181931008560118,0.0
001623684333710258,0.0
0016237856230825819,0.0
0016313555874999577,0.0
0016317693178680731,0.0
0016328605345470418,0.0
0016371351220832684,0.0
0016379147610757878,0.0
0016381752775650114,0.0
0016441107777630118,0.0
0016442932208592208,0.0
0016443819139254981,0.0
0016493871169708484,0.0
0016496221084515507,0.0
0016507217031461428,0.0
0016508974149299619,0.0
001654507522484860,0.0
0016563022502439592,0.0
0016573847884778077,0.0
0016574117434067748,0.0
0016625727366622572,0.0
0016628395531150715,0.0
0016649815174073290,0.0
0016702727234155770,0.0
0016746786504479047,0.0
0016754791297231991,0.0
0016757423065460547,0.0
001678124014981749,0.0
0016791314386649007,0.0
0016796293473296769,0.0
001680498699458122,0.0
001680757636576927,0.0
0016813869532598523,0.0
0016820476703569875,0.0
001688814460729222,0.0
0016892937562738953,0.0
0016897869907310537,0.0
0016916299129658522,0.0
0016923081285124917,0.0
0016931344100647146,0.0
0016955112967763452,0.0
0016955836069761097,0.0
001697914960609982,0.0
0017017855711009113,0.0
